WXSC_Name,NedName,ClusterID,ra,dec,z_cmb,TTye,AxRatio,logW,logW_err,L_dist,ftot_W1,ftot_W1_err,magW1,magW1_err,MW1,MW1_err,MW1_debiased,MW1_debiased_err,bias_W1,MW1_final,MW1_final_err,ftot_W2,ftot_W2_err,magW2,magW2_err,MW2,MW2_err,MW2_debiased,MW2_debiased_err,bias_W2,MW2_final,MW2_final_err
2MASXJ01191000+3301500,UGC00841,N507,19.7917,33.0306,0.0145,Sc,0.3000,2.4380,0.0110,62.6900,8.4170,0.1010,11.4616,0.0132,-22.5244,0.0132,-22.4103,0.0174,-0.1142,-22.4103,0.0174,5.3600,0.0820,11.3134,0.0167,-22.6726,0.0167,-22.5461,0.0210,-0.1264,-22.5461,0.0210
2MASXJ01193119+0354311,UGC00854,A194,19.8800,3.9086,0.0159,Sc,0.4360,2.3260,0.0250,69.0300,2.5870,0.0510,12.7547,0.0215,-21.4404,0.0215,-21.2463,0.0290,-0.1942,-21.2463,0.0290,1.3010,0.0500,12.8617,0.0418,-21.3335,0.0418,-21.1183,0.0470,-0.2152,-21.1183,0.0470
2MASXJ01204229+0121336,2MASXJ01204229+0121336,A194,20.1762,1.3593,0.0164,Sb,0.5670,2.2620,0.0210,71.3000,2.2360,0.0340,12.9516,0.0166,-21.3138,0.0166,-20.9453,0.0404,-0.3685,-20.8043,0.0428,1.2230,0.0570,12.9758,0.0506,-21.2897,0.0506,-20.8680,0.0659,-0.4217,-20.6603,0.0691
2MASXJ01204589+0126426,UGC00875,A194,20.1912,1.4452,0.0172,Sc,0.8050,2.2860,0.0520,74.5600,4.5590,0.0700,12.1432,0.0168,-22.2194,0.0168,-21.9333,0.0332,-0.2860,-21.9333,0.0332,2.6580,0.1080,12.0907,0.0442,-22.2718,0.0442,-21.9456,0.0549,-0.3262,-21.9456,0.0549
2MASXJ01205683+3459112,CGCG521-003,N507,20.2368,34.9865,0.0144,Sb,0.7000,2.3640,0.0400,62.3300,8.7080,0.1090,11.4663,0.0137,-22.5072,0.0137,-22.2560,0.0286,-0.2512,-22.2049,0.0291,4.8210,0.1400,11.4768,0.0316,-22.4967,0.0316,-22.2567,0.0397,-0.2400,-22.1757,0.0405
2MASXJ01210799+0122240,UGC00890,A194,20.2833,1.3732,0.0147,Sb,0.3420,2.4940,0.0070,63.6000,20.8460,0.2430,10.5213,0.0128,-23.4960,0.0128,-23.4749,0.0130,-0.0211,-23.5384,0.0145,11.6720,0.1590,10.5189,0.0149,-23.4984,0.0149,-23.4835,0.0150,-0.0149,-23.5638,0.0170
2MASXJ01211572+0351440,NGC0479,A194,20.3155,3.8625,0.0164,Sb,0.7780,2.1000,0.0660,71.3000,7.1240,0.0950,11.6927,0.0146,-22.5727,0.0146,-21.3415,0.1240,-1.2312,Nan,Nan,4.0830,0.1090,11.6663,0.0291,-22.5992,0.0291,-21.2102,0.1419,-1.3889,Nan,Nan
2MASXJ01211724+3641106,CGCG521-006,N507,20.3222,36.6866,0.0158,Sc,0.4000,2.3010,0.0280,68.8200,8.1960,0.0930,11.4927,0.0125,-22.6958,0.0125,-22.2469,0.0466,-0.4489,-22.2469,0.0466,5.3970,0.0950,11.3093,0.0192,-22.8793,0.0192,-22.4554,0.0465,-0.4239,-22.4554,0.0465
2MASXJ01215628+3331153,NGC0483,N507,20.4845,33.5211,0.0146,Sb,0.9000,2.7030,0.1490,63.4000,39.0480,0.4590,9.8334,0.0129,-24.1771,0.0129,-24.1721,0.0129,-0.0050,-24.4198,0.0279,20.5770,0.3180,9.8983,0.0169,-24.1122,0.0169,-24.1021,0.0169,-0.0101,-24.4419,0.0380
2MASXJ01220159+3724049,2MASXJ01220159+3724049,N507,20.5066,37.4014,0.0186,Sc,0.6000,2.4900,0.0710,80.8200,11.0110,0.1420,11.1901,0.0141,-23.3475,0.0141,-23.2883,0.0153,-0.0591,-23.2883,0.0153,7.2440,0.2210,11.0062,0.0332,-23.5314,0.0332,-23.4596,0.0340,-0.0718,-23.4596,0.0340
2MASXJ01224692-0123313,UGC00921,A194,20.6955,-1.3918,0.0181,Sb,0.4060,2.6970,0.0340,78.8000,36.7040,0.4240,9.9149,0.0127,-24.5677,0.0127,-24.5655,0.0127,-0.0021,-24.8080,0.0274,20.4900,0.2660,9.9180,0.0142,-24.5646,0.0142,-24.5611,0.0142,-0.0035,-24.8935,0.0362
2MASXJ01225533+3310261,NGC0494,N507,20.7306,33.1739,0.0146,Sa,0.3000,2.7020,0.0140,63.2600,62.6930,0.6570,9.3211,0.0116,-24.6845,0.0116,-24.6800,0.0116,-0.0045,-25.2248,0.0557,36.4790,0.4980,9.2852,0.0150,-24.7204,0.0150,-24.7115,0.0150,-0.0089,-25.3550,0.0661
2MASXJ01231161+3331452,NGC0496,N507,20.7984,33.5292,0.0139,Sc,0.6200,2.5150,0.0120,60.2800,19.3240,0.2140,10.5577,0.0122,-23.3431,0.0122,-23.3016,0.0129,-0.0415,-23.3016,0.0129,12.0830,0.1410,10.4298,0.0128,-23.4711,0.0128,-23.4213,0.0138,-0.0498,-23.4213,0.0138
2MASXJ01235976+3354281,NGC0512,N507,20.9990,33.9078,0.0179,Sa,0.3000,2.7070,0.0080,77.7800,45.0770,0.4720,9.6873,0.0115,-24.7671,0.0115,-24.7618,0.0116,-0.0052,-25.3227,0.0573,25.0180,0.3000,9.7065,0.0132,-24.7478,0.0132,-24.7385,0.0132,-0.0094,-25.4005,0.0675
2MASXJ01240136+3351591,CGCG521-017,N507,21.0060,33.8664,0.0162,Sc,0.7000,2.2200,0.0550,70.4500,6.8330,0.0920,11.6947,0.0148,-22.5447,0.0148,-21.7062,0.0851,-0.8386,-21.7062,0.0851,4.3380,0.0840,11.5499,0.0211,-22.6895,0.0211,-21.9227,0.0795,-0.7668,-21.9227,0.0795
NGC_0513,NGC513,N507,21.1116,33.7995,0.0198,Sb,0.9050,2.7628,0.0491,86.2500,43.8620,0.4470,9.7237,0.0112,-24.9551,0.0112,-24.9518,0.0113,-0.0033,-25.2522,0.0321,30.7040,0.3510,9.4823,0.0126,-25.1965,0.0126,-25.1900,0.0126,-0.0064,-25.6041,0.0433
HIPASSJ0124+01,NGC521,A194,21.1407,1.7314,0.0076,Sc,0.9880,2.5111,0.0765,32.8500,130.9950,1.3560,8.4672,0.0114,-24.1155,0.0114,-24.0990,0.0115,-0.0165,-24.0990,0.0115,70.5590,0.8160,8.4997,0.0127,-24.0830,0.0127,-24.0711,0.0128,-0.0119,-24.0711,0.0128
2MASXJ01245104-0141294,CGCG385-112,A194,21.2127,-1.6915,0.0172,Sa,0.4990,2.4480,0.0930,74.8200,7.7970,0.1090,11.5958,0.0153,-22.7743,0.0153,-22.7340,0.0158,-0.0403,-22.4611,0.0315,4.4760,0.1090,11.5776,0.0265,-22.7925,0.0265,-22.7584,0.0267,-0.0341,-22.4599,0.0401
2MASXJ01251562+3421335,UGC00975,N507,21.3151,34.3593,0.0169,Sb,0.6000,2.3650,0.0110,73.3000,7.7730,0.0910,11.5934,0.0129,-22.7321,0.0129,-22.4798,0.0283,-0.2523,-22.4296,0.0288,4.7230,0.1180,11.5046,0.0272,-22.8209,0.0272,-22.5761,0.0366,-0.2448,-22.4963,0.0375
2MASXJ01253147+3208105,UGC00987,N507,21.3811,32.1363,0.0136,Sa,0.3000,2.5730,0.0060,59.1100,36.9600,0.3770,9.8920,0.0113,-23.9663,0.0113,-23.9478,0.0114,-0.0185,-24.0773,0.0173,22.3800,0.2640,9.8115,0.0130,-24.0468,0.0130,-24.0182,0.0133,-0.0286,-24.1833,0.0212
2MASXJ01253317-0148421,CGCG385-122,A194,21.3882,-1.8119,0.0204,Sb,0.6280,2.2710,0.0250,88.7800,2.8210,0.0420,12.7068,0.0163,-22.0348,0.0163,-21.7032,0.0369,-0.3316,-21.5701,0.0393,1.7610,0.0480,12.5895,0.0297,-22.1521,0.0297,-21.7753,0.0480,-0.3768,-21.5788,0.0518
2MASXJ01261771-0147364,CGCG385-135,A194,21.5738,-1.7932,0.0176,Sb,0.5940,2.5270,0.0240,76.5700,9.2730,0.1070,11.4079,0.0127,-23.0124,0.0127,-22.9991,0.0128,-0.0133,-23.0917,0.0158,5.8300,0.0900,11.2815,0.0169,-23.1388,0.0169,-23.1292,0.0169,-0.0096,-23.2505,0.0208
UGC1013,NGC0536,N507,21.5909,34.7031,0.0141,Sb,0.3540,2.7120,0.0060,61.1400,79.0570,0.8330,9.0712,0.0116,-24.8605,0.0116,-24.8568,0.0116,-0.0037,-25.1124,0.0281,44.4550,0.5640,9.0648,0.0139,-24.8669,0.0139,-24.8571,0.0140,-0.0097,-25.2082,0.0378
2MASXJ01262516-0138195,NGC0557,A194,21.6046,-1.6386,0.0175,Sa,0.4780,2.5900,0.1350,76.0000,28.4420,0.3270,10.1902,0.0126,-24.2138,0.0126,-24.2072,0.0127,-0.0067,-24.3914,0.0224,15.8700,0.2250,10.2030,0.0155,-24.2011,0.0155,-24.1966,0.0155,-0.0045,-24.4247,0.0276
2MASXJ01264255+0201205,NGC0550,A194,21.6773,2.0224,0.0184,Sb,0.5220,2.8480,0.0120,80.0900,72.4690,0.7550,9.1802,0.0115,-25.3377,0.0115,-25.3360,0.0115,-0.0017,-25.7115,0.0393,39.0170,0.4730,9.2217,0.0133,-25.2962,0.0133,-25.2951,0.0133,-0.0012,-25.8149,0.0537
2MASXJ01264349-0118224,CGCG385-138,A194,21.6814,-1.3062,0.0157,Sb,0.6210,2.2550,0.0190,68.2200,4.8710,0.0790,12.1024,0.0177,-22.0671,0.0177,-21.6721,0.0433,-0.3951,-21.5249,0.0457,2.9690,0.0690,12.0081,0.0253,-22.1615,0.0253,-21.7073,0.0520,-0.4542,-21.4909,0.0563
2MASXJ01270218+3357196,CGCG521-028,N507,21.7588,33.9555,0.0177,Sb,0.6000,2.3940,0.0190,77.0000,4.3630,0.0570,12.2266,0.0143,-22.2059,0.0143,-22.0199,0.0235,-0.1860,-21.9953,0.0236,2.5330,0.0540,12.1866,0.0232,-22.2458,0.0232,-22.0594,0.0298,-0.1864,-22.0156,0.0301
2MASXJ01273485+3133168,UGC01033,N507,21.8955,31.5547,0.0131,Sc,0.1700,2.5550,0.0140,56.7500,19.0690,0.2220,10.5744,0.0128,-23.1955,0.0128,-23.1706,0.0130,-0.0249,-23.1706,0.0130,11.0400,0.1690,10.5292,0.0167,-23.2406,0.0167,-23.2059,0.0171,-0.0347,-23.2059,0.0171
2MASXJ01274066+3710584,NGC0551,N507,21.9194,37.1829,0.0144,Sc,0.5000,2.5850,0.0110,62.6700,30.8940,0.3140,10.0508,0.0112,-23.9345,0.0112,-23.9173,0.0113,-0.0172,-23.9173,0.0113,17.7490,0.2150,10.0142,0.0133,-23.9711,0.0133,-23.9437,0.0136,-0.0275,-23.9437,0.0136
2MASXJ01275610-0121265,2MASXJ01275610-0121265,A194,21.9838,-1.3577,0.0146,Sc,0.5110,2.0360,0.1360,63.0900,1.3870,0.0340,13.4286,0.0267,-20.5712,0.0267,-18.8273,0.1764,-1.7439,Nan,Nan,0.7410,0.0390,13.4712,0.0572,-20.5286,0.0572,-18.5969,0.2015,-1.9317,Nan,Nan
2MASXJ01280350-0143135,2MASXJ01280350-0143135,A194,22.0146,-1.7204,0.0181,Sb,0.7480,2.3160,0.0400,78.9200,1.0850,0.0270,13.7417,0.0271,-20.7443,0.0271,-20.5291,0.0346,-0.2152,-20.4357,0.0358,0.7600,0.0620,13.4975,0.0886,-20.9884,0.0886,-20.7500,0.0917,-0.2384,-20.6094,0.0928
2MASXJ01281017-0118215,NGC0565,A194,22.0424,-1.3060,0.0181,Sa,0.4630,2.6910,0.0390,78.8000,30.2240,0.3370,10.1281,0.0123,-24.3545,0.0123,-24.3526,0.0123,-0.0020,-24.8620,0.0524,17.0090,0.2010,10.1325,0.0130,-24.3501,0.0130,-24.3489,0.0130,-0.0012,-24.9516,0.0617
2MASXJ01281297-0154555,IC0120,A194,22.0541,-1.9156,0.0150,Sa,0.5420,2.4900,0.0340,65.1600,12.1650,0.1380,11.1078,0.0125,-22.9621,0.0125,-22.9398,0.0127,-0.0223,-22.8021,0.0187,6.4190,0.0880,11.1796,0.0150,-22.8903,0.0150,-22.8728,0.0151,-0.0175,-22.7300,0.0208
2MASXJ01283412-0153339,LCSBS0237O,A194,22.1422,-1.8928,0.0156,Sc,0.5790,2.3170,0.0380,67.6600,1.0580,0.0360,13.7240,0.0370,-20.4276,0.0370,-20.2118,0.0428,-0.2159,-20.2118,0.0428,0.5360,0.0260,13.8233,0.0527,-20.3283,0.0527,-20.0853,0.0580,-0.2430,-20.0853,0.0580
2MASXJ01283679-0143539,UGC01055,A194,22.1533,-1.7317,0.0198,Sa,0.4410,2.6230,0.0150,86.0700,13.4790,0.1560,11.0073,0.0127,-23.6670,0.0127,-23.6633,0.0127,-0.0037,-23.9538,0.0317,7.1100,0.1360,11.0833,0.0209,-23.5910,0.0209,-23.5881,0.0209,-0.0029,-23.9387,0.0408
2MASXJ01285575-0149090,UGC01060,A194,22.2326,-1.8192,0.0177,Sb,0.5130,2.4160,0.0180,76.7500,2.4780,0.0600,12.8424,0.0264,-21.5830,0.0264,-21.5163,0.0272,-0.0667,-21.5111,0.0272,1.5050,0.0690,12.7531,0.0498,-21.6723,0.0498,-21.6097,0.0502,-0.0626,-21.5932,0.0502
2MASXJ01292655-0111595,2MASXJ01292655-0111595,A194,22.3606,-1.1997,0.0154,Sc,0.4970,2.3980,0.0920,66.6800,4.4220,0.0530,12.1706,0.0132,-21.9494,0.0132,-21.8678,0.0155,-0.0815,-21.8678,0.0155,2.8880,0.0540,11.9949,0.0204,-22.1250,0.0204,-22.0411,0.0221,-0.0839,-22.0411,0.0221
2MASXJ01313473+3446580,UGC01086,N507,22.8947,34.7828,0.0136,Sb,0.5000,2.4250,0.0640,59.1000,3.9800,0.0950,12.3141,0.0260,-21.5438,0.0260,-21.4109,0.0292,-0.1329,-21.4136,0.0292,1.9160,0.0690,12.4749,0.0392,-21.3831,0.0392,-21.2435,0.0416,-0.1396,-21.2382,0.0416
2MASXJ01313757+3649597,UGC01088,N507,22.9065,36.8330,0.0154,Sc,0.8000,2.1930,0.1600,66.9600,6.9010,0.1020,11.6833,0.0162,-22.4458,0.0162,-21.4101,0.1048,-1.0357,-21.4101,0.1048,3.3370,0.0880,11.8349,0.0287,-22.2942,0.0287,-21.3587,0.0979,-0.9355,-21.3587,0.0979
NGC_0579,NGC579,N507,22.9438,33.6156,0.0157,Sc,0.7860,2.4490,0.0728,68.2800,29.7900,0.3300,10.0980,0.0122,-24.0735,0.0122,-23.9775,0.0155,-0.0960,-23.9775,0.0155,18.2410,0.2330,9.9920,0.0140,-24.1795,0.0140,-24.0725,0.0176,-0.1070,-24.0725,0.0176
2MASXJ01315804+3328354,NGC0582,N507,22.9919,33.4765,0.0142,Sb,0.3000,2.6780,0.0160,61.5600,45.0270,0.4680,9.6822,0.0115,-24.2643,0.0115,-24.2586,0.0115,-0.0057,-24.4843,0.0253,27.0130,0.3240,9.6055,0.0132,-24.3410,0.0132,-24.3301,0.0132,-0.0109,-24.6389,0.0336
2MASXJ01323331+3521307,NGC0587,N507,23.1388,35.3586,0.0135,Sb,0.4000,2.6390,0.0200,58.6800,40.7340,0.4260,9.7887,0.0115,-24.0537,0.0115,-24.0452,0.0116,-0.0086,-24.2365,0.0224,23.8290,0.3220,9.7379,0.0148,-24.1045,0.0148,-24.0898,0.0149,-0.0148,-24.3502,0.0300
2MASXJ01333122+3540055,NGC0591,N507,23.3801,35.6682,0.0143,Sa,0.7900,2.2740,0.0350,61.8600,38.1580,0.4290,9.8629,0.0124,-24.0941,0.0124,-23.5243,0.0583,-0.5698,-22.6913,0.1017,26.8110,0.3240,9.6216,0.0133,-24.3354,0.0133,-23.8029,0.0549,-0.5325,-22.8591,0.1092
2MASXJ01340242-0104329,UGC01120,A194,23.5101,-1.0758,0.0179,Sa,0.4310,2.5550,0.0100,77.9500,20.9960,0.2410,10.5217,0.0126,-23.9374,0.0126,-23.9280,0.0127,-0.0094,-23.9995,0.0145,12.6500,0.2010,10.4507,0.0174,-24.0084,0.0174,-24.0019,0.0174,-0.0065,-24.1002,0.0200
2MASXJ01340794-0101558,UGC01123,A194,23.5331,-1.0322,0.0170,Sa,0.4630,2.5610,0.0100,73.7800,23.8120,0.2700,10.3827,0.0125,-23.9570,0.0125,-23.9488,0.0125,-0.0082,-24.0397,0.0155,13.0750,0.1520,10.4112,0.0128,-23.9285,0.0128,-23.9228,0.0128,-0.0057,-24.0434,0.0176
2MASXJ01351654+3428192,UGC01131,N507,23.8187,34.4720,0.0161,Sc,0.7000,2.0860,0.1200,69.7300,6.3170,0.0940,11.7837,0.0163,-22.4334,0.0163,-20.5119,0.1928,-1.9216,Nan,Nan,3.2250,0.0890,11.8747,0.0300,-22.3424,0.0300,-20.6226,0.1746,-1.7198,Nan,Nan
2MASXJ01373709+0002245,UGC01159,A194,24.4046,0.0402,0.0155,Sb,0.5150,2.3380,0.0200,67.1800,2.9920,0.0460,12.6307,0.0168,-21.5055,0.0168,-21.3382,0.0237,-0.1674,-21.2642,0.0249,1.8720,0.0490,12.5082,0.0285,-21.6280,0.0285,-21.4462,0.0338,-0.1819,-21.3328,0.0357
2MASXJ01380369+3229389,UGC01160,N507,24.5144,32.4942,0.0162,Sc,0.3000,2.4580,0.0140,70.4000,11.5000,0.1340,11.1322,0.0128,-23.1056,0.0128,-23.0193,0.0154,-0.0863,-23.0193,0.0154,6.8320,0.0860,11.0589,0.0138,-23.1790,0.0138,-23.0832,0.0168,-0.0957,-23.0832,0.0168
2MASXJ01381867+3521534,NGC0634,A262,24.5777,35.3649,0.0159,Sa,0.3000,2.6740,0.0160,69.1200,51.9760,10.1500,9.5285,0.2120,-24.6695,0.2120,-24.6633,0.2120,-0.0062,-25.1180,0.2169,27.7400,0.4090,9.5885,0.0161,-24.6095,0.0161,-24.5996,0.0162,-0.0099,-25.1393,0.0563
2MASXJ01393117+3349278,KUG0136+335,A262,24.8796,33.8244,0.0152,Sc,0.6690,2.2860,0.0200,66.1200,2.1040,0.0460,12.9738,0.0238,-21.1279,0.0238,-20.6281,0.0554,-0.4999,-20.6281,0.0554,1.2310,0.2700,12.9182,0.2381,-21.1834,0.2381,-20.6851,0.2433,-0.4983,-20.6851,0.2433
2MASXJ01393311+3509358,GALEXASCJ013932.94+350930.7,A262,24.8876,35.1591,0.0163,Sc,0.4000,2.1300,0.0230,71.0000,3.7690,0.0640,12.3438,0.0185,-21.9124,0.0185,-20.4266,0.1497,-1.4858,Nan,Nan,2.1800,0.0570,12.2994,0.0285,-21.9568,0.0285,-20.5352,0.1450,-1.4217,Nan,Nan
2MASXJ01395719+3424302,KUG0137+341,A262,24.9886,34.4084,0.0133,Sb,0.7000,2.4080,0.0970,57.6500,3.9960,0.0530,12.3100,0.0145,-21.4940,0.0145,-21.3318,0.0218,-0.1622,-21.3195,0.0218,2.4140,0.0510,12.2242,0.0230,-21.5798,0.0230,-21.4050,0.0289,-0.1748,-21.3786,0.0290
2MASXJ01411550+3448412,CGCG521-068,A262,25.3146,34.8114,0.0161,Sb,0.8000,2.1430,0.0850,69.8700,12.2510,0.1490,11.1029,0.0134,-23.1185,0.0134,-21.7337,0.1391,-1.3848,Nan,Nan,7.8310,0.1440,10.9583,0.0201,-23.2632,0.0201,-21.9318,0.1346,-1.3313,Nan,Nan
2MASXJ01422571+3538180,NGC0653,A262,25.6074,35.6383,0.0218,Sa,0.2500,2.7830,0.0160,95.1700,33.6370,0.3490,10.0203,0.0114,-24.8722,0.0114,-24.8687,0.0114,-0.0035,-25.6743,0.0814,18.6310,0.2400,10.0449,0.0141,-24.8476,0.0141,-24.8437,0.0141,-0.0039,-25.7877,0.0954
2MASXJ01443544+3741447,NGC0662,A262,26.1477,37.6958,0.0177,Sa,0.7000,2.5160,0.0560,76.8100,22.2210,0.2490,10.4571,0.0123,-23.9700,0.0123,-23.9272,0.0130,-0.0427,-23.8733,0.0141,14.7890,0.1750,10.2788,0.0130,-24.1483,0.0130,-24.0962,0.0140,-0.0522,-24.0498,0.0148
2MASXJ01443837+3439370,KUG0141+344,A262,26.1598,34.6603,0.0181,Sb,0.5800,2.1930,0.0650,78.5200,6.9600,0.0900,11.7219,0.0142,-22.7530,0.0142,-21.7406,0.1022,-1.0125,-21.5388,0.1042,4.2670,0.0840,11.6228,0.0215,-22.8521,0.0215,-21.8778,0.0998,-0.9743,-21.5844,0.1040
2MASXJ01455179+3506393,UGC01234,A262,26.4658,35.1109,0.0199,Sc,0.7000,2.4560,0.0640,86.5900,5.3160,0.0860,11.9833,0.0177,-22.7040,0.0177,-22.6086,0.0201,-0.0954,-22.6086,0.0201,3.1960,0.0740,11.8995,0.0252,-22.7878,0.0252,-22.6767,0.0276,-0.1112,-22.6767,0.0276
2MASXJ01462268+3627369,NGC0668,A262,26.5945,36.4603,0.0130,Sb,0.7000,2.5650,0.0310,56.5000,33.1530,0.3800,10.0114,0.0126,-23.7488,0.0126,-23.7239,0.0128,-0.0249,-23.8500,0.0180,20.2180,0.3330,9.9157,0.0180,-23.8446,0.0180,-23.8110,0.0183,-0.0336,-23.9795,0.0249
2MASXJ01462754+3455343,MRK1006,A262,26.6148,34.9276,0.0176,Sb,0.5800,2.1730,0.0230,76.4700,5.9100,0.0790,11.8967,0.0147,-22.5208,0.0147,-21.3631,0.1167,-1.1577,Nan,Nan,3.7440,0.1070,11.7621,0.0311,-22.6554,0.0311,-21.5437,0.1154,-1.1117,-21.2255,0.1197
2MASXJ01465681+3446214,VV701,A262,26.7368,34.7724,0.0132,Sb,0.7000,2.4410,0.0800,57.0500,9.3060,0.1180,11.3909,0.0139,-22.3904,0.0139,-22.2773,0.0179,-0.1131,-22.2941,0.0180,5.7400,0.1200,11.2828,0.0228,-22.4985,0.0228,-22.3670,0.0263,-0.1315,-22.3816,0.0263
2MASXJ01471616+3533478,NGC0669,A262,26.8173,35.5633,0.0184,Sa,0.2000,2.8540,0.0060,80.2200,110.0800,1.1540,8.7208,0.0116,-25.8006,0.0116,-25.7979,0.0116,-0.0026,-26.8321,0.1041,59.8760,0.7220,8.7631,0.0132,-25.7583,0.0132,-25.7530,0.0133,-0.0053,-26.9603,0.1215
2MASXJ01474363+3501208,CGCG522-006,A262,26.9321,35.0225,0.0177,Sc,0.9000,2.1900,0.1300,76.8400,7.2240,0.0960,11.6429,0.0146,-22.7850,0.0146,-21.7591,0.1036,-1.0259,-21.7591,0.1036,3.8190,0.0690,11.6977,0.0197,-22.7303,0.0197,-21.7418,0.1008,-0.9885,-21.7418,0.1008
2MASXJ01480707+3627113,UGC01257,A262,27.0295,36.4531,0.0188,Sa,0.5000,2.5390,0.0090,81.9300,11.6510,0.1370,11.1608,0.0129,-23.4065,0.0129,-23.3720,0.0134,-0.0345,-23.3921,0.0135,5.8900,0.0860,11.2821,0.0160,-23.2851,0.0160,-23.2399,0.0166,-0.0452,-23.2789,0.0171
2MASXJ01492575+3527103,UGC01277,A262,27.3573,35.4529,0.0181,Sa,0.5400,2.7020,0.0120,78.7000,40.2500,0.4850,9.8128,0.0132,-24.6671,0.0132,-24.6614,0.0132,-0.0057,-25.2062,0.0561,22.0330,0.3030,9.8482,0.0151,-24.6316,0.0151,-24.6218,0.0151,-0.0098,-25.2654,0.0661
2MASXJ01504419+3517041,NGC0688,A262,27.6841,35.2845,0.0140,Sb,0.6000,2.7600,0.0470,60.5200,41.2970,0.4940,9.7721,0.0131,-24.1374,0.0131,-24.1324,0.0132,-0.0051,-24.4303,0.0326,23.6940,0.3500,9.7428,0.0162,-24.1667,0.0162,-24.1601,0.0162,-0.0066,-24.5708,0.0441
2MASXJ01504792+3555581,IC1732,A262,27.6996,35.9328,0.0154,Sb,0.3000,2.6750,0.0300,66.7300,29.6620,0.3980,10.1360,0.0147,-23.9856,0.0147,-23.9783,0.0147,-0.0074,-24.2013,0.0267,18.0530,0.5160,10.0444,0.0311,-24.0772,0.0311,-24.0644,0.0311,-0.0129,-24.3695,0.0436
2MASXJ01511754+3450553,UGC01316,A262,27.8231,34.8487,0.0176,Sc,0.5000,2.3420,0.0140,76.4300,2.2640,0.0480,12.9034,0.0231,-21.5130,0.0231,-21.2029,0.0387,-0.3101,-21.2029,0.0387,1.2190,0.0520,12.9381,0.0464,-21.4783,0.0464,-21.1665,0.0559,-0.3117,-21.1665,0.0559
2MASXJ01512914+3603574,UGC01319,A262,27.8715,36.0660,0.0154,Sb,0.8000,2.5400,0.0290,66.7500,19.8340,0.2270,10.5722,0.0126,-23.5501,0.0126,-23.5157,0.0131,-0.0344,-23.6197,0.0167,11.9590,0.1800,10.4909,0.0165,-23.6313,0.0165,-23.5864,0.0171,-0.0449,-23.7239,0.0219
2MASXJ01520048+3538207,KUG0149+353,A262,28.0020,35.6391,0.0157,Sb,0.5000,2.2810,0.0110,68.1000,3.8640,0.0850,12.3506,0.0240,-21.8151,0.0240,-21.2845,0.0582,-0.5306,-21.1603,0.0595,2.3900,0.0970,12.2411,0.0441,-21.9246,0.0441,-21.3981,0.0687,-0.5265,-21.2140,0.0711
2MASXJ01520275+3607517,KUG0149+358A,A262,28.0115,36.1308,0.0193,Sc,0.7000,2.2300,0.0670,84.2400,8.0310,0.1170,11.5271,0.0160,-23.1005,0.0160,-22.3139,0.0803,-0.7866,-22.3139,0.0803,4.5350,0.1050,11.5104,0.0252,-23.1172,0.0252,-22.3481,0.0809,-0.7691,-22.3481,0.0809
2MASXJ01520749+3502161,UGC01330,A262,28.0312,35.0375,0.0138,Sc,0.8000,1.9590,0.0480,59.6900,2.2710,0.0550,12.8863,0.0264,-20.9932,0.0264,-17.7001,0.3304,-3.2931,Nan,Nan,1.7520,0.1310,12.5293,0.0812,-21.3502,0.0812,-18.2140,0.3240,-3.1362,Nan,Nan
NGC_0710,NGC710,A262,28.2248,36.0530,0.0196,Sc,0.7500,2.3890,0.0706,85.3400,22.0820,0.2470,10.4326,0.0123,-24.2232,0.0123,-24.0286,0.0230,-0.1945,-24.0286,0.0230,14.6940,0.1960,10.2396,0.0146,-24.4161,0.0146,-24.2094,0.0253,-0.2068,-24.2094,0.0253
2MASXJ01535007+3647150,KUG0150+365,A262,28.4584,36.7875,0.0148,Sc,0.7000,2.2330,0.0900,64.1700,9.8040,0.1350,11.2983,0.0151,-22.7383,0.0151,-21.9723,0.0781,-0.7661,-21.9723,0.0781,6.0330,0.1100,11.1890,0.0199,-22.8476,0.0199,-22.1004,0.0773,-0.7472,-22.1004,0.0773
2MASXJ01541981+3637474,UGC01366,A262,28.5825,36.6298,0.0156,Sc,0.3000,2.6100,0.0130,67.6200,26.6230,0.3070,10.2159,0.0127,-23.9345,0.0127,-23.9196,0.0128,-0.0149,-23.9196,0.0128,14.3640,0.1830,10.2483,0.0140,-23.9021,0.0140,-23.8803,0.0141,-0.0218,-23.8803,0.0141
2MASXJ01544546+3923006,NGC0721,A262,28.6894,39.3835,0.0156,Sb,0.7000,2.5330,0.0310,67.8800,22.4250,0.2550,10.4435,0.0125,-23.7152,0.0125,-23.6787,0.0130,-0.0365,-23.7766,0.0163,12.4130,0.1590,10.4540,0.0141,-23.7047,0.0141,-23.6588,0.0148,-0.0459,-23.7876,0.0196
2MASXJ01545765+3720346,UGC01380,A262,28.7402,37.3430,0.0128,Sb,0.8000,2.2880,0.0200,55.6000,3.1130,0.0450,12.5731,0.0158,-21.1523,0.0158,-20.6514,0.0525,-0.5009,-20.5333,0.0538,1.6700,0.0620,12.6172,0.0404,-21.1081,0.0404,-20.6044,0.0645,-0.5037,-20.4290,0.0669
